Brand,Name,Variant,Type,Lip Condition,Undertone,Ketahanan,Finish Texture,Price
Jacquelle,Jacquelle Lip Gloss Serum Series,,Lip Serum,"Normal, Kering, Dehidrasi","Neutral-Shade, Warm-Shade, Cool-Shade",Low-Stay,Glossy,79230
Raecca,Raecca Tinted Jelly Balm,Bunny Pink,Tinted Balm,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",,Glossy,67410
Raecca,Raecca Tinted Jelly Balm,Wild Mauve,Tinted Balm,"Kering, Dehidrasi",Cool-Shade,,Glossy,67410
Raecca,Raecca Tinted Jelly Balm,Nudy Caramel,Tinted Balm,"Kering, Dehidrasi",Warm-Shade,,Glossy,67410
Raecca,Raecca Tinted Jelly Balm,Spill Nude,Tinted Balm,"Kering, Dehidrasi",Neutral-Shade,,Glossy,67410
Raecca,Raecca Tinted Jelly Balm,Red Babe,Tinted Balm,"Kering, Dehidrasi","Neutral-Shade, Warm-Shade",,Glossy,67410
Raecca,Raecca Tinted Jelly Balm,Hippie Rose,Tinted Balm,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",,Glossy,67410
Goute,Goute Glowsy Light Tinted Lip Balm,Hutt Pink Lagoon,Lip Balm,"Kering, Normal, Dehidrasi","Neutral-Shade, Cool-Shade",Low-Stay,Glossy,47000
Goute,Goute Glowsy Light Tinted Lip Balm,Rue Crepe,Lip Balm,"Kering, Normal, Dehidrasi",Warm-Shade,Low-Stay,Glossy,47000
Goute,Goute Glowsy Light Tinted Lip Balm,Red Light District,Lip Balm,"Kering, Normal, Dehidrasi",Cool-Shade,Low-Stay,Glossy,47000
Goute,Goute Glowsy Light Tinted Lip Balm,Maple Grove,Lip Balm,"Kering, Normal, Dehidrasi",Warm-Shade,Low-Stay,Glossy,47000
Goute,Goute Glowsy Light Tinted Lip Balm,Hazelnut Montmartre,Lip Balm,"Kering, Normal, Dehidrasi",Warm-Shade,Low-Stay,Glossy,47000
Goute,Goute Glowsy Light Tinted Lip Balm,La Maison Rose,Lip Balm,"Kering, Normal, Dehidrasi","Neutral-Shade, Cool-Shade",Low-Stay,Glossy,47000
Goute,Goute Glowsy Light Tinted Lip Balm,Rue Mauve,Lip Balm,"Kering, Normal, Dehidrasi",Cool-Shade,Low-Stay,Glossy,47000
Scarlett,Scarlett Glass Glow Tinted Lip Balm,Peachy Glaze,Lip Balm,"Kering, Normal, Dehidrasi","Neutral-Shade, Cool-Shade",Low-Stay,Glossy,60300
Scarlett,Scarlett Glass Glow Tinted Lip Balm,Juicy Cherry,Lip Balm,"Kering, Normal, Dehidrasi",Cool-Shade,Low-Stay,Glossy,60300
Scarlett,Scarlett Glass Glow Tinted Lip Balm,Caramel Gloss,Lip Balm,"Kering, Normal, Dehidrasi",Warm-Shade,Low-Stay,Glossy,60300
Scarlett,Scarlett Glass Glow Tinted Lip Balm,Pink Punch,Lip Balm,"Kering, Normal, Dehidrasi",Cool-Shade,Low-Stay,Glossy,60300
Scarlett,Scarlett Glass Glow Tinted Lip Balm,Berry Shine,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,60300
Jacquelle,Jacquelle Quby Edition Pop Balm Series,Watermelon,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,50496
Jacquelle,Jacquelle Quby Edition Pop Balm Series,Grapeful,Lip Balm,"Kering, Normal, Dehidrasi",Cool-Shade,Low-Stay,Glossy,50496
Jacquelle,Jacquelle Quby Edition Pop Balm Series,Sugar Rush,Lip Balm,"Kering, Normal, Dehidrasi","Warm-Shade, Cool-Shade, Neutral-Shade",Low-Stay,Glossy,50496
Lovillea,Lovillea Lippy Balm Triple Natural Care,Rosee Pink,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,25200
Lovillea,Lovillea Lippy Balm Triple Natural Care,Blushy Red,Lip Balm,"Kering, Normal, Dehidrasi",Cool-Shade,Low-Stay,Glossy,25200
Lovillea,Lovillea Lippy Balm Triple Natural Care,Pure Natural,Lip Balm,"Kering, Normal, Dehidrasi",Warm-Shade,Low-Stay,Glossy,25200
BNB barenbliss,BNB barenbliss No Gravity Transferproof Matte Lipstick,Mercury Peach,Lipstick,"Normal, Kering, Dehidrasi","Neutral-Shade, Warm-Shade",High-Stay,Matte,92900
BNB barenbliss,BNB barenbliss No Gravity Transferproof Matte Lipstick,Saturn Nude,Lipstick,"Normal, Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,92900
BNB barenbliss,BNB barenbliss No Gravity Transferproof Matte Lipstick,Venus Coral,Lipstick,"Normal, Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,92900
BNB barenbliss,BNB barenbliss No Gravity Transferproof Matte Lipstick,Jupiter Ruby,Lipstick,"Normal, Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Matte,92900
BNB barenbliss,BNB barenbliss No Gravity Transferproof Matte Lipstick,Mars Rose,Lipstick,"Normal, Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Matte,92900
BNB barenbliss,BNB barenbliss No Gravity Transferproof Matte Lipstick,Earth Berry,Lipstick,"Normal, Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,92900
Rose All Day,Rose All Day Lip Mousse The Powerpuff Girls Edition,All Nice,Lip Mousse,"Normal, Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Satin/Velvet,99000
Rose All Day,Rose All Day Lip Mousse The Powerpuff Girls Edition,Sugar,Lip Mousse,"Normal, Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Satin/Velvet,99000
Rose All Day,Rose All Day Lip Mousse The Powerpuff Girls Edition,Spice,Lip Mousse,"Normal, Kering, Dehidrasi","Cool-Shade, Neutral-Shade",High-Stay,Satin/Velvet,99000
Soulyu,Soulyu Juicy Glow Lip Balm,Ate,Lip Balm,"Kering, Normal, Dehidrasi","Warm-Shade, Neutral-Shade",Low-Stay,Glossy,67450
Soulyu,Soulyu Juicy Glow Lip Balm,Drip,Lip Balm,"Kering, Normal, Dehidrasi",Neutral-Shade,Low-Stay,Glossy,67450
Soulyu,Soulyu Juicy Glow Lip Balm,Bop,Lip Balm,"Kering, Normal, Dehidrasi",Cool-Shade,Low-Stay,Glossy,67450
Soulyu,Soulyu Juicy Glow Lip Balm,Rizz,Lip Balm,"Kering, Normal, Dehidrasi",Warm-Shade,Low-Stay,Glossy,67450
Soulyu,Soulyu Juicy Glow Lip Balm,Sheesh,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,67450
Pixy,Pixy Time To Gloss,Red Now,Lip Gloss,"Normal, Kering","Cool-Shade, Neutral-Shade",High-Stay,Glossy,45600
Pixy,Pixy Time To Gloss,Pink Hour,Lip Gloss,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Glossy,45600
Pixy,Pixy Time To Gloss,Berry Soon,Lip Gloss,"Normal, Kering","Cool-Shade, Neutral-Shade",High-Stay,Glossy,45600
Pixy,Pixy Time To Gloss,Plum Week,Lip Gloss,"Normal, Kering","Cool-Shade, Neutral-Shade",High-Stay,Glossy,45600
Pixy,Pixy Time To Gloss,Brick Year,Lip Gloss,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Glossy,45600
Pixy,Pixy Time To Gloss,Choco Tonight,Lip Gloss,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Glossy,45600
Luxcrime,Luxcrime Glass Tinted Lip Balm,Sugar Plum,Lip Balm,"Kering, Normal, Dehidrasi","Warm-Shade, Neutral-Shade",Low-Stay,Glossy,89000
Luxcrime,Luxcrime Glass Tinted Lip Balm,Cotton Candy,Lip Balm,"Kering, Normal, Dehidrasi",Cool-Shade,Low-Stay,Glossy,89000
Luxcrime,Luxcrime Glass Tinted Lip Balm,Cocoa Creme,Lip Balm,"Kering, Normal, Dehidrasi",Neutral-Shade,Low-Stay,Glossy,89000
Luxcrime,Luxcrime Glass Tinted Lip Balm,Strawberry Sorbet,Lip Balm,"Kering, Normal, Dehidrasi",Cool-Shade,Low-Stay,Glossy,89000
Luxcrime,Luxcrime Glass Tinted Lip Balm,Peach Soda,Lip Balm,"Kering, Normal, Dehidrasi","Neutral-Shade, Warm-Shade",Low-Stay,Glossy,89000
Finally Found You!,Finally Found You! C+U Honey Lip Serum,,Lip Serum,"Kering, Dehidrasi","Neutral-Shade, Warm-Shade, Cool-Shade",Low-Stay,Glossy,152100
Dazzle Me,Dazzle Me Color Chrome Lip Glaze,Foxy Pink,Lip Glaze,"Kering, Dehidrasi","Neutral-Shade, Warm-Shade",Low-Stay,Glossy,39900
Dazzle Me,Dazzle Me Color Chrome Lip Glaze,Ginger Fire,Lip Glaze,"Kering, Dehidrasi",Warm-Shade,Low-Stay,Glossy,39900
Dazzle Me,Dazzle Me Color Chrome Lip Glaze,Maple Hazle,Lip Glaze,"Kering, Dehidrasi",Neutral-Shade,Low-Stay,Glossy,39900
Dazzle Me,Dazzle Me Color Chrome Lip Glaze,Rose Blush,Lip Glaze,"Kering, Dehidrasi","Neutral-Shade, Warm-Shade",Low-Stay,Glossy,39900
Dazzle Me,Dazzle Me Color Chrome Lip Glaze,Smoke Auburn,Lip Glaze,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",Low-Stay,Glossy,39900
Make Over,Make Over Lip Liner,Exposed,Lip Liner,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Matte,99000
Make Over,Make Over Lip Liner,Flatter,Lip Liner,"Normal, Kering","Neutral-Shade, Warm-Shade",High-Stay,Matte,99000
Make Over,Make Over Lip Liner,Pin Up,Lip Liner,"Normal, Kering","Warm-Shade, Cool-Shade",High-Stay,Matte,99000
ESQA,ESQA Sweet Treat Lip Jelly Pot Series,Caramel Swirl,Lip Jelly,"Normal, Kering",Warm-Shade,Low-Stay,Glossy,115625
ESQA,ESQA Sweet Treat Lip Jelly Pot Series,Cotton Candy,Lip Jelly,"Normal, Kering",Cool-Shade,Low-Stay,Glossy,115625
ESQA,ESQA Sweet Treat Lip Jelly Pot Series,Candy Cane,Lip Jelly,"Normal, Kering",Warm-Shade,Low-Stay,Glossy,115625
ESQA,ESQA Sweet Treat Lip Jelly Pot Series,Bubble Gum,Lip Jelly,"Normal, Kering",Neutral-Shade,Low-Stay,Glossy,115625
ESQA,ESQA Sweet Treat Lip Jelly Pot Series,Lollipop,Lip Jelly,"Normal, Kering",Cool-Shade,Low-Stay,Glossy,115625
ESQA,ESQA Sweet Treat Lip Jelly Pot Series,Cherry Cola,Lip Jelly,"Normal, Kering",Neutral-Shade,Low-Stay,Glossy,115625
Adara,Adara Glossy Lip Bomb,Coral Sunset,Lip Gloss,"Kering, Dehidrasi",Warm-Shade,Low-Stay,Glossy,65000
Adara,Adara Glossy Lip Bomb,Pink Peach,Lip Gloss,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",Low-Stay,Glossy,65000
Adara,Adara Glossy Lip Bomb,Brown Spice,Lip Gloss,"Kering, Dehidrasi",Warm-Shade,Low-Stay,Glossy,65000
Adara,Adara Glossy Lip Bomb,Rose Lilac,Lip Gloss,"Kering, Dehidrasi",Cool-Shade,Low-Stay,Glossy,65000
Adara,Adara Glossy Lip Bomb,Berry Sorbet,Lip Gloss,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",Low-Stay,Glossy,65000
Emina,Emina Lip Serum Water Color Series,Dawn,Lip Serum,"Kering, Dehidrasi","Neutral-Shade, Warm-Shade",Low-Stay,Glossy,37525
Emina,Emina Lip Serum Water Color Series,Mist,Lip Serum,"Kering, Dehidrasi",Cool-Shade,Low-Stay,Glossy,37525
Emina,Emina Lip Serum Water Color Series,Dusk,Lip Serum,"Kering, Dehidrasi",Warm-Shade,Low-Stay,Glossy,37525
Emina,Emina Lip Serum Water Color Series,Haze,Lip Serum,"Kering, Dehidrasi","Neutral-Shade, Warm-Shade",Low-Stay,Glossy,37525
Dazzle Me,Lipstick Pen Dazzle Me Color Chrome Melt To Dew Lip Click,Popular,Lip Glossy,"Normal, Kering, Dehidrasi",Neutral-Shade,High-Stay,Glossy,44900
Dazzle Me,Lipstick Pen Dazzle Me Color Chrome Melt To Dew Lip Click,Bunny Tongue,Lip Glossy,"Normal, Kering, Dehidrasi",Cool-Shade,High-Stay,Glossy,44900
Dazzle Me,Lipstick Pen Dazzle Me Color Chrome Melt To Dew Lip Click,Dream High,Lip Glossy,"Normal, Kering, Dehidrasi",Warm-Shade,High-Stay,Glossy,44900
Dazzle Me,Lipstick Pen Dazzle Me Color Chrome Melt To Dew Lip Click,Honey Gaze,Lip Glossy,"Normal, Kering, Dehidrasi",Warm-Shade,High-Stay,Glossy,44900
Dazzle Me,Lipstick Pen Dazzle Me Color Chrome Melt To Dew Lip Click,Shining Muscat,Lip Glossy,"Normal, Kering, Dehidrasi",Warm-Shade,High-Stay,Glossy,44900
Dazzle Me,Lipstick Pen Dazzle Me Color Chrome Melt To Dew Lip Click,Star World,Lip Glossy,"Normal, Kering, Dehidrasi",Cool-Shade,High-Stay,Glossy,44900
Luxcrime,Luxcrime Shine Addict Lip Vinyl,Coconut,Lip Vynil,"Kering, Dehidrasi","Neutral-Shade, Warm-Shade",High-Stay,Glossy,89000
Luxcrime,Luxcrime Shine Addict Lip Vinyl,Grapefruit,Lip Vynil,"Kering, Dehidrasi",Warm-Shade,High-Stay,Glossy,89000
Luxcrime,Luxcrime Shine Addict Lip Vinyl,Primrose,Lip Vynil,"Kering, Dehidrasi","Neutral-Shade, Warm-Shade",High-Stay,Glossy,89000
Luxcrime,Luxcrime Shine Addict Lip Vinyl,Cinnamon Toast,Lip Vynil,"Kering, Dehidrasi",Warm-Shade,High-Stay,Glossy,89000
Luxcrime,Luxcrime Shine Addict Lip Vinyl,Hibiscus,Lip Vynil,"Kering, Dehidrasi",Cool-Shade,High-Stay,Glossy,89000
YOU,YOU Cloud Touch Lip Tint Juicy Tint,Apple Candy,Lip Tint,"Kering, Dehidrasi",Warm-Shade,Low-Stay,Glossy,77000
YOU,YOU Cloud Touch Lip Tint Juicy Tint,Bubbly Peach,Lip Tint,"Kering, Dehidrasi",Warm-Shade,Low-Stay,Glossy,77000
YOU,YOU Cloud Touch Lip Tint Juicy Tint,Coco Bliss,Lip Tint,"Kering, Dehidrasi","Neutral-Shade, Warm-Shade",Low-Stay,Glossy,77000
YOU,YOU Cloud Touch Lip Tint Juicy Tint,Pink Fizz,Lip Tint,"Kering, Dehidrasi",Cool-Shade,Low-Stay,Glossy,77000
ESQA,ESQA Glow Pop Serum Lip Balm,Big Energy,Lip Balm,"Kering, Normal, Dehidrasi",Warm-Shade,Low-Stay,Glossy,118750
ESQA,ESQA Glow Pop Serum Lip Balm,Feel Good,Lip Balm,"Kering, Normal, Dehidrasi",Warm-Shade,Low-Stay,Glossy,118750
ESQA,ESQA Glow Pop Serum Lip Balm,Good Vibes,Lip Balm,"Kering, Normal, Dehidrasi",Warm-Shade,Low-Stay,Glossy,118750
ESQA,ESQA Glow Pop Serum Lip Balm,Classic Muse,Lip Balm,"Kering, Normal, Dehidrasi",Neutral-Shade,Low-Stay,Glossy,118750
ESQA,ESQA Glow Pop Serum Lip Balm,Date Night,Lip Balm,"Kering, Normal, Dehidrasi",Cool-Shade,Low-Stay,Glossy,118750
ESQA,ESQA Glow Pop Serum Lip Balm,On Point,Lip Balm,"Kering, Normal, Dehidrasi",Neutral-Shade,Low-Stay,Glossy,118750
ESQA,ESQA Glow Pop Serum Lip Balm,Picture Perfect,Lip Balm,"Kering, Normal, Dehidrasi",Cool-Shade,Low-Stay,Glossy,118750
ESQA,ESQA Glow Pop Serum Lip Balm,After Hours,Lip Balm,"Kering, Normal, Dehidrasi",Cool-Shade,Low-Stay,Glossy,118750
ESQA,ESQA Glow Pop Serum Lip Balm,Very Demure,Lip Balm,"Kering, Normal, Dehidrasi",Cool-Shade,Low-Stay,Glossy,118750
ESQA,ESQA Glow Pop Serum Lip Balm,Dream Chaser,Lip Balm,"Kering, Normal, Dehidrasi",Cool-Shade,Low-Stay,Glossy,118750
Goute,Goute Goutint Moisturizing Jelly Lip Tint Long-lasting up to 12H,Pylons Peach,Lip Tint,"Kering, Dehidrasi",Warm-Shade,High-Stay,Glossy,68700
Goute,Goute Goutint Moisturizing Jelly Lip Tint Long-lasting up to 12H,Bougain Lane,Lip Tint,"Kering, Dehidrasi",Cool-Shade,High-Stay,Glossy,68700
Goute,Goute Goutint Moisturizing Jelly Lip Tint Long-lasting up to 12H,Traffic Red,Lip Tint,"Kering, Dehidrasi",Warm-Shade,High-Stay,Glossy,68700
Goute,Goute Goutint Moisturizing Jelly Lip Tint Long-lasting up to 12H,Crimson Cinema,Lip Tint,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Glossy,68700
Goute,Goute Goutint Moisturizing Jelly Lip Tint Long-lasting up to 12H,Mauve Tower,Lip Tint,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Glossy,68700
Esqa,Esqa Cloud Kiss Refillable Powder Lipstick,Making Moves,Lipstick,"Kering, Dehidrasi","Neutral-Shade, Warm-Shade",High-Stay,Matte,98100
Esqa,Esqa Cloud Kiss Refillable Powder Lipstick,First Love,Lipstick,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,98100
Esqa,Esqa Cloud Kiss Refillable Powder Lipstick,Hazy Dreams,Lipstick,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Matte,98100
Esqa,Esqa Cloud Kiss Refillable Powder Lipstick,Endless Sky,Lipstick,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,98100
Esqa,Esqa Cloud Kiss Refillable Powder Lipstick,Alter Ego,Lipstick,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Matte,98100
Esqa,Esqa Cloud Kiss Refillable Powder Lipstick,Game Changer,Lipstick,"Kering, Dehidrasi","Neutral-Shade, Warm-Shade",High-Stay,Matte,98100
Esqa,Esqa Cloud Kiss Refillable Powder Lipstick,Rouge Rush,Lipstick,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,98100
Esqa,Esqa Cloud Kiss Refillable Powder Lipstick,Electric Fire,Lipstick,"Kering, Dehidrasi",Cool-Shade,High-Stay,Matte,98100
Tavi,Tavi Lip Glide Gloss Tahan Lama,White Peach,Lip Glide,"Normal, Kering","Neutral-Shade, Cool-Shade",High-Stay,Glossy,89000
Tavi,Tavi Lip Glide Gloss Tahan Lama,Chai,Lip Glide,"Normal, Kering","Neutral-Shade, Warm-Shade",High-Stay,Glossy,89000
Tavi,Tavi Lip Glide Gloss Tahan Lama,Darjeeling,Lip Glide,"Normal, Kering",Warm-Shade,High-Stay,Glossy,89000
Tavi,Tavi Lip Glide Gloss Tahan Lama,Earl Grey,Lip Glide,"Normal, Kering","Neutral-Shade, Warm-Shade, Cool-Shade",High-Stay,Glossy,89000
Tavi,Tavi Lip Glide Gloss Tahan Lama,Hibiscus,Lip Glide,"Normal, Kering","Neutral-Shade, Warm-Shade",High-Stay,Glossy,89000
Tavi,Tavi Lip Glide Gloss Tahan Lama,Ceylon,Lip Glide,"Normal, Kering","Neutral-Shade, Warm-Shade, Cool-Shade",High-Stay,Glossy,89000
ESQA,ESQA Blurred Haze Velvet Lip Tint,Autumn Bliss,Lip Tint,"Kering, Dehidrasi","Neutral-Shade, Warm-Shade",High-Stay,Satin/Velvet,99750
ESQA,ESQA Blurred Haze Velvet Lip Tint,Crimson Crush,Lip Tint,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Satin/Velvet,99750
ESQA,ESQA Blurred Haze Velvet Lip Tint,Honeymoon,Lip Tint,"Kering, Dehidrasi",Warm-Shade,High-Stay,Satin/Velvet,99750
ESQA,ESQA Blurred Haze Velvet Lip Tint,Level Up,Lip Tint,"Kering, Dehidrasi",Cool-Shade,High-Stay,Satin/Velvet,99750
ESQA,ESQA Blurred Haze Velvet Lip Tint,Meet Cute,Lip Tint,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade, Cool-Shade",High-Stay,Satin/Velvet,99750
ESQA,ESQA Blurred Haze Velvet Lip Tint,Modern Chic,Lip Tint,"Kering, Dehidrasi",Warm-Shade,High-Stay,Satin/Velvet,99750
ESQA,ESQA Blurred Haze Velvet Lip Tint,Vintage Vibe,Lip Tint,"Kering, Dehidrasi",Cool-Shade,High-Stay,Satin/Velvet,99750
ESQA,ESQA Blurred Haze Velvet Lip Tint,Feel Good,Lip Tint,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Satin/Velvet,99750
Saniye,Velvet Lip Matte Saniye Lip Matte Velvet Mousse,Oolong Milk Tea,Lip Matte,"Normal, Kering","Neutral-Shade, Warm-Shade",High-Stay,Satin/Velvet,66500
Saniye,Velvet Lip Matte Saniye Lip Matte Velvet Mousse,Rose Rose,Lip Matte,"Normal, Kering","Neutral-Shade, Cool-Shade",High-Stay,Satin/Velvet,66500
Saniye,Velvet Lip Matte Saniye Lip Matte Velvet Mousse,Carrot,Lip Matte,"Normal, Kering",Warm-Shade,High-Stay,Satin/Velvet,66500
Saniye,Velvet Lip Matte Saniye Lip Matte Velvet Mousse,Hawthorn,Lip Matte,"Normal, Kering","Neutral-Shade, Warm-Shade",High-Stay,Satin/Velvet,66500
Saniye,Velvet Lip Matte Saniye Lip Matte Velvet Mousse,Strawberry,Lip Matte,"Normal, Kering",Cool-Shade,High-Stay,Satin/Velvet,66500
Saniye,Velvet Lip Matte Saniye Lip Matte Velvet Mousse,Cherries,Lip Matte,"Normal, Kering","Neutral-Shade, Warm-Shade",High-Stay,Satin/Velvet,66500
Saniye,Velvet Lip Matte Saniye Lip Matte Velvet Mousse,Sweet Tea,Lip Matte,"Normal, Kering",Warm-Shade,High-Stay,Satin/Velvet,66500
Saniye,Velvet Lip Matte Saniye Lip Matte Velvet Mousse,Caramel Cocoa,Lip Matte,"Normal, Kering",Warm-Shade,High-Stay,Satin/Velvet,66500
Azarine,Azarine Tinted Lippiecable Balm x Minions,Banana Jelly,Lip Balm,"Kering, Normal, Dehidrasi","Warm-Shade, Cool-Shade, Neutral-Shade",Low-Stay,Glossy,53350
Azarine,Azarine Tinted Lippiecable Balm x Minions,Caramel Candy,Lip Balm,"Kering, Normal, Dehidrasi",Warm-Shade,Low-Stay,Glossy,53350
Azarine,Azarine Tinted Lippiecable Balm x Minions,Apple Toffee,Lip Balm,"Kering, Normal, Dehidrasi",Neutral-Shade,Low-Stay,Glossy,53350
Azarine,Azarine Tinted Lippiecable Balm x Minions,Pinky Gummy,Lip Balm,"Kering, Normal, Dehidrasi","Neutral-Shade, Cool-Shade",Low-Stay,Glossy,53350
Focallure,Focallure Airy Velvety Lipcream,NU01,Lip Cream,"Normal, Kering, Dehidrasi","Neutral-Shade, Warm-Shade",High-Stay,Satin/Velvet,182000
Focallure,Focallure Airy Velvety Lipcream,NU02,Lip Cream,"Normal, Kering, Dehidrasi",Warm-Shade,High-Stay,Satin/Velvet,182000
Focallure,Focallure Airy Velvety Lipcream,OR01,Lip Cream,"Normal, Kering, Dehidrasi",Warm-Shade,High-Stay,Satin/Velvet,182000
Focallure,Focallure Airy Velvety Lipcream,OR02,Lip Cream,"Normal, Kering, Dehidrasi",Warm-Shade,High-Stay,Satin/Velvet,182000
Focallure,Focallure Airy Velvety Lipcream,PK01,Lip Cream,"Normal, Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Satin/Velvet,182000
Focallure,Focallure Airy Velvety Lipcream,PK02,Lip Cream,"Normal, Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Satin/Velvet,182000
Focallure,Focallure Glossy Lip Balm,,Lip Balm,"Kering, Normal, Dehidrasi","Warm-Shade, Cool-Shade, Neutral-Shade",High-Stay,Glossy,57000
BNB Barenbliss,BNB Barenbliss Plum Makes Plumping Lip Gloss,Bare,Lip Gloss,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade, Cool-Shade",High-Stay,Glossy,75900
BNB Barenbliss,BNB Barenbliss Plum Makes Plumping Lip Gloss,MLBB,Lip Gloss,"Kering, Dehidrasi","Neutral-Shade, Warm-Shade",High-Stay,Glossy,75900
BNB Barenbliss,BNB Barenbliss Plum Makes Plumping Lip Gloss,Too Hot,Lip Gloss,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Glossy,75900
Purbasari,Lipstick Matte Purbasari Lipstick Color Matte,Topaz,Lipstick,"Normal, Kering",Warm-Shade,High-Stay,Matte,33820
Purbasari,Lipstick Matte Purbasari Lipstick Color Matte,Amethyst,Lipstick,"Normal, Kering",Warm-Shade,High-Stay,Matte,33820
Purbasari,Lipstick Matte Purbasari Lipstick Color Matte,Crystal,Lipstick,"Normal, Kering",Warm-Shade,High-Stay,Matte,33820
Purbasari,Lipstick Matte Purbasari Lipstick Color Matte,Ruby,Lipstick,"Normal, Kering",Warm-Shade,High-Stay,Matte,33820
